Date,Ground / Location,Match Number,Team A,Team B,winner,Wins By Runs,Wins By Wickets,Season
2011-04-26,Delhi,30th Match, Delhi Capitals , Royal Challengers Bangalore,Royal Challengers Bangalore,0,3,2011
2011-04-27,Mumbai,31st Match, Pune Warriors , Chennai Super Kings,Chennai Super Kings,0,8,2011
2011-04-27,Kochi,32nd Match, Kochi Tuskers Kerala , Deccan Chargers,Deccan Chargers,55,0,2011
2011-04-28,Delhi,33rd Match, Delhi Capitals , Kolkata Knight Riders,Kolkata Knight Riders,17,0,2011
2011-04-29,Jaipur,34th Match, Rajasthan Royals , Mumbai Indians,Rajasthan Royals,0,7,2011
2011-04-29,"Bengaluru, Bangalore",35th Match, Royal Challengers Bangalore , Pune Warriors,Royal Challengers Bangalore,26,0,2011
2011-04-30,Kochi,36th Match, Kochi Tuskers Kerala , Delhi Capitals,Delhi Capitals,38,0,2011
2011-04-30,Kolkata,37th Match, Kolkata Knight Riders , Kings XI Punjab,Kolkata Knight Riders,0,8,2011
2011-01-05,Jaipur,38th Match, Rajasthan Royals , Pune Warriors,Rajasthan Royals,0,6,2011
2011-01-05,Chennai,39th Match, Chennai Super Kings , Deccan Chargers,Chennai Super Kings,19,0,2011
2011-02-05,Mumbai,40th Match, Mumbai Indians , Kings XI Punjab,Mumbai Indians,23,0,2011
2011-02-05,Delhi,41st Match, Delhi Capitals , Kochi Tuskers Kerala,Kochi Tuskers Kerala,0,7,2011
2011-03-05,Hyderabad,42nd Match, Deccan Chargers , Kolkata Knight Riders,Kolkata Knight Riders,20,0,2011
2011-04-05,Chennai,43rd Match, Chennai Super Kings , Rajasthan Royals,Chennai Super Kings,0,8,2011
2011-04-05,Mumbai,44th Match, Pune Warriors , Mumbai Indians,Mumbai Indians,21,0,2011
2011-05-05,Kochi,45th Match, Kochi Tuskers Kerala , Kolkata Knight Riders,Kochi Tuskers Kerala,17,0,2011
2011-05-05,Hyderabad,46th Match, Deccan Chargers , Delhi Capitals,Delhi Capitals,0,4,2011
2011-06-05,"Bengaluru, Bangalore",47th Match, Royal Challengers Bangalore , Kings XI Punjab,Royal Challengers Bangalore,85,0,2011
2011-07-05,Kolkata,48th Match, Kolkata Knight Riders , Chennai Super Kings,Kolkata Knight Riders,10,0,2011
2011-07-05,Mumbai,49th Match, Mumbai Indians , Delhi Capitals,Mumbai Indians,32,0,2011
2011-08-05,"Bengaluru, Bangalore",50th Match, Royal Challengers Bangalore , Kochi Tuskers Kerala,Royal Challengers Bangalore,0,9,2011
2011-08-05,"Mohali, Chandigarh",51st Match, Kings XI Punjab , Pune Warriors,Pune Warriors,0,5,2011
2011-09-05,Jaipur,52nd Match, Rajasthan Royals , Chennai Super Kings,Chennai Super Kings,63,0,2011
2011-10-05,Hyderabad,53rd Match, Deccan Chargers , Pune Warriors,Pune Warriors,0,6,2011
2011-10-05,"Mohali, Chandigarh",54th Match, Kings XI Punjab , Mumbai Indians,Kings XI Punjab,76,0,2011
2011-11-05,Jaipur,55th Match, Rajasthan Royals , Royal Challengers Bangalore,Royal Challengers Bangalore,0,9,2011
2011-12-05,Chennai,56th Match, Chennai Super Kings , Delhi Capitals,Chennai Super Kings,18,0,2011
2011-05-13,Indore,57th Match, Kochi Tuskers Kerala , Kings XI Punjab,Kings XI Punjab,0,6,2011
2011-05-14,"Bengaluru, Bangalore",58th Match, Royal Challengers Bangalore , Kolkata Knight Riders,Royal Challengers Bangalore,0,4,2011
2011-05-14,Mumbai,59th Match, Mumbai Indians , Deccan Chargers,Deccan Chargers,10,0,2011
2011-05-15,Dharamsala,60th Match, Kings XI Punjab , Delhi Capitals,Kings XI Punjab,29,0,2011
2011-05-15,Indore,61st Match, Kochi Tuskers Kerala , Rajasthan Royals,Kochi Tuskers Kerala,0,8,2011
2011-05-16,Mumbai,62nd Match, Pune Warriors , Deccan Chargers,Deccan Chargers,0,6,2011
2011-05-17,Dharamsala,63rd Match, Kings XI Punjab , Royal Challengers Bangalore,Kings XI Punjab,111,0,2011
2011-05-18,Chennai,64th Match, Chennai Super Kings , Kochi Tuskers Kerala,Chennai Super Kings,11,0,2011
2011-05-19,Mumbai,65th Match, Pune Warriors , Kolkata Knight Riders,Kolkata Knight Riders,0,7,2011
2011-05-20,Mumbai,66th Match, Mumbai Indians , Rajasthan Royals,Rajasthan Royals,0,10,2011
2011-05-21,Dharamsala,67th Match, Kings XI Punjab , Deccan Chargers,Deccan Chargers,82,0,2011
2011-05-21,Delhi,68th Match, Delhi Capitals , Pune Warriors,No result,0,0,2011
2011-05-22,"Bengaluru, Bangalore",69th Match, Royal Challengers Bangalore , Chennai Super Kings,Royal Challengers Bangalore,0,8,2011
2011-05-22,Kolkata,70th Match, Kolkata Knight Riders , Mumbai Indians,Mumbai Indians,0,5,2011
2011-05-24,Mumbai,1st Qualifying Final, Royal Challengers Bangalore , Chennai Super Kings,Chennai Super Kings,0,6,2011
2011-05-25,Mumbai,Elimination Final, Kolkata Knight Riders , Mumbai Indians,Mumbai Indians,0,4,2011
2011-05-27,Chennai,2nd Qualifying Final, Royal Challengers Bangalore , Mumbai Indians,Royal Challengers Bangalore,43,0,2011
2011-05-28,Chennai,Final, Chennai Super Kings , Royal Challengers Bangalore,Chennai Super Kings,58,0,2011
2010-12-03,Mumbai,1st Match, Deccan Chargers , Kolkata Knight Riders,Kolkata Knight Riders,11,0,2010
2010-03-13,Mumbai,2nd Match, Mumbai Indians , Rajasthan Royals,Mumbai Indians,4,0,2010
2010-03-13,"Mohali, Chandigarh",3rd Match, Kings XI Punjab , Delhi Capitals,Delhi Capitals,0,5,2010
2010-03-14,Kolkata,4th Match, Kolkata Knight Riders , Royal Challengers Bangalore,Kolkata Knight Riders,0,7,2010
2010-03-14,Chennai,5th Match, Chennai Super Kings , Deccan Chargers,Deccan Chargers,31,0,2010
2010-03-15,Cuttack,6th Match, Rajasthan Royals , Delhi Capitals,Delhi Capitals,0,6,2010
2010-03-16,"Bengaluru, Bangalore",7th Match, Royal Challengers Bangalore , Kings XI Punjab,Royal Challengers Bangalore,0,8,2010
2010-03-16,Kolkata,8th Match, Chennai Super Kings , Kolkata Knight Riders,Chennai Super Kings,55,0,2010
2010-03-17,Delhi,9th Match, Delhi Capitals , Mumbai Indians,Mumbai Indians,98,0,2010
2010-03-18,"Bengaluru, Bangalore",10th Match, Royal Challengers Bangalore , Rajasthan Royals,Royal Challengers Bangalore,0,10,2010
2010-03-19,Delhi,11th Match, Delhi Capitals , Chennai Super Kings,Chennai Super Kings,0,5,2010
2010-03-19,Cuttack,12th Match, Deccan Chargers , Kings XI Punjab,Deccan Chargers,6,0,2010
2010-03-20,Ahmedabad,13th Match, Rajasthan Royals , Kolkata Knight Riders,Rajasthan Royals,34,0,2010
2010-03-20,Cuttack,14th Match, Mumbai Indians , Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,2010
2010-03-21,Cuttack,15th Match, Deccan Chargers , Delhi Capitals,Deccan Chargers,10,0,2010
2010-03-21,Chennai,16th Match, Chennai Super Kings , Kings XI Punjab,Kings XI Punjab,0,0,2010
2010-03-22,Mumbai,17th Match, Mumbai Indians , Kolkata Knight Riders,Mumbai Indians,0,7,2010
2010-03-23,"Bengaluru, Bangalore",18th Match, Royal Challengers Bangalore , Chennai Super Kings,Royal Challengers Bangalore,36,0,2010
2010-03-24,"Mohali, Chandigarh",19th Match, Kings XI Punjab , Rajasthan Royals,Rajasthan Royals,31,0,2010
2010-03-25,"Bengaluru, Bangalore",20th Match, Royal Challengers Bangalore , Delhi Capitals,Delhi Capitals,17,0,2010
2010-03-25,Mumbai,21st Match, Mumbai Indians , Chennai Super Kings,Mumbai Indians,0,5,2010
2010-03-26,Ahmedabad,22nd Match, Rajasthan Royals , Deccan Chargers,Rajasthan Royals,0,8,2010
2010-03-27,"Mohali, Chandigarh",23rd Match, Kings XI Punjab , Kolkata Knight Riders,Kolkata Knight Riders,39,0,2010
2010-03-28,Ahmedabad,24th Match, Rajasthan Royals , Chennai Super Kings,Rajasthan Royals,17,0,2010
2010-03-28,Mumbai,25th Match, Deccan Chargers , Mumbai Indians,Mumbai Indians,41,0,2010
2010-03-29,Delhi,26th Match, Delhi Capitals , Kolkata Knight Riders,Delhi Capitals,40,0,2010
2010-03-30,Mumbai,27th Match, Mumbai Indians , Kings XI Punjab,Mumbai Indians,0,4,2010
2010-03-31,Chennai,28th Match, Chennai Super Kings , Royal Challengers Bangalore,Chennai Super Kings,0,5,2010
2010-03-31,Delhi,29th Match, Delhi Capitals , Rajasthan Royals,Delhi Capitals,67,0,2010
2010-01-04,Kolkata,30th Match, Kolkata Knight Riders , Deccan Chargers,Kolkata Knight Riders,24,0,2010
2010-02-04,Cuttack,31st Match, Kings XI Punjab , Royal Challengers Bangalore,Royal Challengers Bangalore,0,6,2010
2010-03-04,Chennai,32nd Match, Chennai Super Kings , Rajasthan Royals,Chennai Super Kings,23,0,2010
2010-03-04,Mumbai,33rd Match, Mumbai Indians , Deccan Chargers,Mumbai Indians,63,0,2010
2010-04-04,Kolkata,34th Match, Kolkata Knight Riders , Kings XI Punjab,Kings XI Punjab,0,8,2010
2010-04-04,Delhi,35th Match, Delhi Capitals , Royal Challengers Bangalore,Delhi Capitals,37,0,2010
2010-05-04,Nagpur,36th Match, Deccan Chargers , Rajasthan Royals,Rajasthan Royals,2,0,2010
2010-06-04,Chennai,37th Match, Chennai Super Kings , Mumbai Indians,Chennai Super Kings,24,0,2010
2010-07-04,Jaipur,38th Match, Rajasthan Royals , Kings XI Punjab,Rajasthan Royals,0,9,2010
2010-07-04,Kolkata,39th Match, Kolkata Knight Riders , Delhi Capitals,Kolkata Knight Riders,14,0,2010
2010-08-04,"Bengaluru, Bangalore",40th Match, Royal Challengers Bangalore , Deccan Chargers,Deccan Chargers,0,7,2010
2010-09-04,"Mohali, Chandigarh",41st Match, Kings XI Punjab , Mumbai Indians,Kings XI Punjab,0,6,2010
2010-10-04,Nagpur,42nd Match, Deccan Chargers , Chennai Super Kings,Deccan Chargers,0,6,2010
2010-10-04,"Bengaluru, Bangalore",43rd Match, Royal Challengers Bangalore , Kolkata Knight Riders,Royal Challengers Bangalore,0,7,2010
2010-11-04,Delhi,44th Match, Delhi Capitals , Kings XI Punjab,Kings XI Punjab,0,7,2010
2010-11-04,Jaipur,45th Match, Rajasthan Royals , Mumbai Indians,Mumbai Indians,37,0,2010
2010-12-04,Nagpur,46th Match, Deccan Chargers , Royal Challengers Bangalore,Deccan Chargers,13,0,2010
2010-04-13,Mumbai,47th Match, Mumbai Indians , Delhi Capitals,Mumbai Indians,39,0,2010
2010-04-13,Chennai,48th Match, Chennai Super Kings , Kolkata Knight Riders,Chennai Super Kings,0,9,2010
2010-04-14,Jaipur,49th Match, Rajasthan Royals , Royal Challengers Bangalore,Royal Challengers Bangalore,0,5,2010
2010-04-15,Chennai,50th Match, Chennai Super Kings , Delhi Capitals,Delhi Capitals,0,6,2010
2010-04-16,Dharamsala,51st Match, Kings XI Punjab , Deccan Chargers,Deccan Chargers,0,5,2010
2010-04-17,"Bengaluru, Bangalore",52nd Match, Royal Challengers Bangalore , Mumbai Indians,Mumbai Indians,57,0,2010
2010-04-17,Kolkata,53rd Match, Kolkata Knight Riders , Rajasthan Royals,Kolkata Knight Riders,0,8,2010
2010-04-18,Dharamsala,54th Match, Kings XI Punjab , Chennai Super Kings,Chennai Super Kings,0,6,2010
2010-04-18,Delhi,55th Match, Delhi Capitals , Deccan Chargers,Deccan Chargers,11,0,2010
2010-04-19,Kolkata,56th Match, Kolkata Knight Riders , Mumbai Indians,Kolkata Knight Riders,0,9,2010
2010-04-21,Mumbai,1st Semi Final, Royal Challengers Bangalore , Mumbai Indians,Mumbai Indians,35,0,2010
2010-04-22,Mumbai,2nd Semi Final, Chennai Super Kings , Deccan Chargers,Chennai Super Kings,38,0,2010
2010-04-24,Mumbai,Play Off 1st Match , Royal Challengers Bangalore , Deccan Chargers,Royal Challengers Bangalore,0,9,2010
2010-04-25,Mumbai,Final, Chennai Super Kings , Mumbai Indians,Chennai Super Kings,22,0,2010
2009-04-18,Cape Town,1st Match, Chennai Super Kings , Mumbai Indians,Mumbai Indians,19,0,2009
2009-04-18,Cape Town,2nd Match, Royal Challengers Bangalore , Rajasthan Royals,Royal Challengers Bangalore,75,0,2009
2009-04-19,Cape Town,3rd Match, Delhi Capitals , Kings XI Punjab,Delhi Capitals,0,10,2009
2009-04-19,Cape Town,4th Match, Deccan Chargers , Kolkata Knight Riders,Deccan Chargers,0,8,2009
2009-04-20,Port Elizabeth,5th Match, Royal Challengers Bangalore , Chennai Super Kings,Chennai Super Kings,92,0,2009
2009-04-21,Durban,6th Match, Kings XI Punjab , Kolkata Knight Riders,Kolkata Knight Riders,11,0,2009
2009-04-21,Durban,7th Match, Mumbai Indians , Rajasthan Royals,Match abandoned,0,0,2009
2009-04-22,Cape Town,8th Match, Royal Challengers Bangalore , Deccan Chargers,Deccan Chargers,24,0,2009
2009-04-23,Cape Town,10th Match, Kolkata Knight Riders , Rajasthan Royals,Rajasthan Royals,0,0,2009
2009-04-23,Durban,9th Match, Chennai Super Kings , Delhi Capitals,Delhi Capitals,9,0,2009
2009-04-24,Durban,11th Match, Royal Challengers Bangalore , Kings XI Punjab,Kings XI Punjab,0,7,2009
2009-04-25,Durban,12th Match, Deccan Chargers , Mumbai Indians,Deccan Chargers,12,0,2009
2009-04-25,Cape Town,13th Match, Chennai Super Kings , Kolkata Knight Riders,Match abandoned,0,0,2009
2009-04-26,Port Elizabeth,14th Match, Royal Challengers Bangalore , Delhi Capitals,Delhi Capitals,0,6,2009
2009-04-26,Cape Town,15th Match, Kings XI Punjab , Rajasthan Royals,Kings XI Punjab,27,0,2009
2009-04-27,Durban,16th Match, Chennai Super Kings , Deccan Chargers,Deccan Chargers,0,6,2009
2009-04-27,Port Elizabeth,17th Match, Kolkata Knight Riders , Mumbai Indians,Mumbai Indians,92,0,2009
2009-04-28,Centurion,18th Match, Delhi Capitals , Rajasthan Royals,Rajasthan Royals,0,5,2009
2009-04-29,Durban,19th Match, Royal Challengers Bangalore , Kolkata Knight Riders,Royal Challengers Bangalore,0,5,2009
2009-04-29,Durban,20th Match, Kings XI Punjab , Mumbai Indians,Kings XI Punjab,3,0,2009
2009-04-30,Centurion,21st Match, Deccan Chargers , Delhi Capitals,Delhi Capitals,0,6,2009
2009-04-30,East London,22nd Match, Chennai Super Kings , Rajasthan Royals,Chennai Super Kings,38,0,2009
2009-01-05,East London,23rd Match, Kolkata Knight Riders , Mumbai Indians,Mumbai Indians,9,0,2009
2009-01-05,Durban,24th Match, Royal Challengers Bangalore , Kings XI Punjab,Royal Challengers Bangalore,8,0,2009
2009-02-05,Port Elizabeth,25th Match, Deccan Chargers , Rajasthan Royals,Rajasthan Royals,0,3,2009
2009-02-05,Johannesburg,26th Match, Chennai Super Kings , Delhi Capitals,Chennai Super Kings,18,0,2009
2009-03-05,Port Elizabeth,27th Match, Kings XI Punjab , Kolkata Knight Riders,Kings XI Punjab,0,6,2009
2009-03-05,Johannesburg,28th Match, Royal Challengers Bangalore , Mumbai Indians,Royal Challengers Bangalore,0,9,2009
2009-04-05,East London,29th Match, Chennai Super Kings , Deccan Chargers,Chennai Super Kings,78,0,2009
2009-05-05,Durban,30th Match, Kings XI Punjab , Rajasthan Royals,Rajasthan Royals,78,0,2009
2009-05-05,Durban,31st Match, Delhi Capitals , Kolkata Knight Riders,Delhi Capitals,0,9,2009
2009-06-05,Centurion,32nd Match, Deccan Chargers , Mumbai Indians,Deccan Chargers,19,0,2009
2009-07-05,Centurion,33rd Match, Royal Challengers Bangalore , Rajasthan Royals,Rajasthan Royals,0,7,2009
2009-07-05,Centurion,34th Match, Chennai Super Kings , Kings XI Punjab,Chennai Super Kings,12,0,2009
2009-08-05,East London,35th Match, Delhi Capitals , Mumbai Indians,Delhi Capitals,0,7,2009
2009-09-05,Kimberley,36th Match, Deccan Chargers , Kings XI Punjab,Kings XI Punjab,0,3,2009
2009-09-05,Kimberley,37th Match, Chennai Super Kings , Rajasthan Royals,Chennai Super Kings,0,7,2009
2009-10-05,Port Elizabeth,38th Match, Royal Challengers Bangalore , Mumbai Indians,Mumbai Indians,16,0,2009
2009-10-05,Johannesburg,39th Match, Delhi Capitals , Kolkata Knight Riders,Delhi Capitals,0,7,2009
2009-11-05,Kimberley,40th Match, Deccan Chargers , Rajasthan Royals,Deccan Chargers,53,0,2009
2009-12-05,Centurion,41st Match, Royal Challengers Bangalore , Kolkata Knight Riders,Royal Challengers Bangalore,0,6,2009
2009-12-05,Centurion,42nd Match, Kings XI Punjab , Mumbai Indians,Mumbai Indians,0,8,2009
2009-05-13,Durban,43rd Match, Deccan Chargers , Delhi Capitals,Delhi Capitals,12,0,2009
2009-05-14,Durban,44th Match, Royal Challengers Bangalore , Chennai Super Kings,Royal Challengers Bangalore,0,2,2009
2009-05-14,Durban,45th Match, Mumbai Indians , Rajasthan Royals,Rajasthan Royals,2,0,2009
2009-05-15,Bloemfontein,46th Match, Delhi Capitals , Kings XI Punjab,Kings XI Punjab,0,6,2009
2009-05-16,Port Elizabeth,47th Match, Chennai Super Kings , Mumbai Indians,Chennai Super Kings,0,7,2009
2009-05-16,Johannesburg,48th Match, Deccan Chargers , Kolkata Knight Riders,Deccan Chargers,0,6,2009
2009-05-17,Johannesburg,49th Match, Deccan Chargers , Kings XI Punjab,Kings XI Punjab,1,0,2009
2009-05-17,Bloemfontein,50th Match, Delhi Capitals , Rajasthan Royals,Delhi Capitals,14,0,2009
2009-05-18,Centurion,51st Match, Chennai Super Kings , Kolkata Knight Riders,Kolkata Knight Riders,0,7,2009
2009-05-19,Johannesburg,52nd Match, Royal Challengers Bangalore , Delhi Capitals,Royal Challengers Bangalore,0,7,2009
2009-05-20,Durban,53rd Match, Kolkata Knight Riders , Rajasthan Royals,Kolkata Knight Riders,0,4,2009
2009-05-20,Durban,54th Match, Chennai Super Kings , Kings XI Punjab,Chennai Super Kings,24,0,2009
2009-05-21,Centurion,55th Match, Delhi Capitals , Mumbai Indians,Delhi Capitals,0,4,2009
2009-05-21,Centurion,56th Match, Royal Challengers Bangalore , Deccan Chargers,Royal Challengers Bangalore,12,0,2009
2009-05-22,Centurion,1st Semi Final, Delhi Capitals , Deccan Chargers,Deccan Chargers,0,6,2009
2009-05-23,Johannesburg,2nd Semi Final, Royal Challengers Bangalore , Chennai Super Kings,Royal Challengers Bangalore,0,6,2009
2009-05-24,Johannesburg,Final, Royal Challengers Bangalore , Deccan Chargers,Deccan Chargers,6,0,2009
2008-04-18,"Bengaluru, Bangalore",1st Match, Royal Challengers Bangalore , Kolkata Knight Riders,Kolkata Knight Riders,140,0,2008
2008-04-19,"Mohali, Chandigarh",2nd Match, Kings XI Punjab , Chennai Super Kings,Chennai Super Kings,33,0,2008
2008-04-19,Delhi,3rd Match, Delhi Capitals , Rajasthan Royals,Delhi Capitals,0,9,2008
2008-04-20,Kolkata,4th Match, Kolkata Knight Riders , Deccan Chargers,Kolkata Knight Riders,0,5,2008
2008-04-20,Mumbai,5th Match, Mumbai Indians , Royal Challengers Bangalore,Royal Challengers Bangalore,0,5,2008
2008-04-21,Jaipur,6th Match, Rajasthan Royals , Kings XI Punjab,Rajasthan Royals,0,6,2008
2008-04-22,Hyderabad,7th Match, Deccan Chargers , Delhi Capitals,Delhi Capitals,0,9,2008
2008-04-23,Chennai,8th Match, Chennai Super Kings , Mumbai Indians,Chennai Super Kings,6,0,2008
2008-04-24,Hyderabad,9th Match, Deccan Chargers , Rajasthan Royals,Rajasthan Royals,0,3,2008
2008-04-25,"Mohali, Chandigarh",10th Match, Kings XI Punjab , Mumbai Indians,Kings XI Punjab,66,0,2008
2008-04-26,Chennai,11th Match, Chennai Super Kings , Kolkata Knight Riders,Chennai Super Kings,0,9,2008
2008-04-26,"Bengaluru, Bangalore",12th Match, Royal Challengers Bangalore , Rajasthan Royals,Rajasthan Royals,0,7,2008
2008-04-27,"Mohali, Chandigarh",13th Match, Kings XI Punjab , Delhi Capitals,Kings XI Punjab,0,4,2008
2008-04-27,Mumbai,14th Match, Mumbai Indians , Deccan Chargers,Deccan Chargers,0,10,2008
2008-04-28,"Bengaluru, Bangalore",15th Match, Royal Challengers Bangalore , Chennai Super Kings,Chennai Super Kings,13,0,2008
2008-04-29,Kolkata,16th Match, Kolkata Knight Riders , Mumbai Indians,Mumbai Indians,0,7,2008
2008-04-30,Delhi,17th Match, Delhi Capitals , Royal Challengers Bangalore,Delhi Capitals,10,0,2008
2008-01-05,Jaipur,18th Match, Rajasthan Royals , Kolkata Knight Riders,Rajasthan Royals,45,0,2008
2008-01-05,Hyderabad,19th Match, Deccan Chargers , Kings XI Punjab,Kings XI Punjab,0,7,2008
2008-02-05,Chennai,20th Match, Chennai Super Kings , Delhi Capitals,Delhi Capitals,0,8,2008
2008-03-05,"Bengaluru, Bangalore",21st Match, Royal Challengers Bangalore , Deccan Chargers,Royal Challengers Bangalore,3,0,2008
2008-03-05,"Mohali, Chandigarh",22nd Match, Kings XI Punjab , Kolkata Knight Riders,Kings XI Punjab,9,0,2008
2008-04-05,Mumbai,23rd Match, Mumbai Indians , Delhi Capitals,Mumbai Indians,29,0,2008
2008-04-05,Jaipur,24th Match, Rajasthan Royals , Chennai Super Kings,Rajasthan Royals,0,8,2008
2008-05-05,"Bengaluru, Bangalore",25th Match, Royal Challengers Bangalore , Kings XI Punjab,Kings XI Punjab,0,6,2008
2008-06-05,Chennai,26th Match, Chennai Super Kings , Deccan Chargers,Deccan Chargers,0,7,2008
2008-07-05,Mumbai,27th Match, Mumbai Indians , Rajasthan Royals,Mumbai Indians,0,7,2008
2008-08-05,Delhi,28th Match, Delhi Capitals , Chennai Super Kings,Chennai Super Kings,0,4,2008
2008-08-05,Kolkata,29th Match, Kolkata Knight Riders , Royal Challengers Bangalore,Kolkata Knight Riders,5,0,2008
2008-09-05,Jaipur,30th Match, Rajasthan Royals , Deccan Chargers,Rajasthan Royals,0,8,2008
2008-10-05,Chennai,31st Match, Chennai Super Kings , Kings XI Punjab,Chennai Super Kings,18,0,2008
2008-11-05,Hyderabad,32nd Match, Deccan Chargers , Kolkata Knight Riders,Kolkata Knight Riders,23,0,2008
2008-11-05,Jaipur,33rd Match, Rajasthan Royals , Delhi Capitals,Rajasthan Royals,0,3,2008
2008-12-05,"Mohali, Chandigarh",34th Match, Kings XI Punjab , Royal Challengers Bangalore,Kings XI Punjab,0,9,2008
2008-05-13,Kolkata,35th Match, Kolkata Knight Riders , Delhi Capitals,Kolkata Knight Riders,23,0,2008
2008-05-14,Mumbai,36th Match, Mumbai Indians , Chennai Super Kings,Mumbai Indians,0,9,2008
2008-05-15,Delhi,37th Match, Delhi Capitals , Deccan Chargers,Delhi Capitals,12,0,2008
2008-05-16,Mumbai,38th Match, Mumbai Indians , Kolkata Knight Riders,Mumbai Indians,0,8,2008
2008-05-17,Jaipur,39th Match, Rajasthan Royals , Royal Challengers Bangalore,Rajasthan Royals,65,0,2008
2008-05-17,Delhi,40th Match, Delhi Capitals , Kings XI Punjab,Kings XI Punjab,6,0,2008
2008-05-18,Kolkata,41st Match, Kolkata Knight Riders , Chennai Super Kings,Chennai Super Kings,3,0,2008
2008-05-18,Hyderabad,42nd Match, Deccan Chargers , Mumbai Indians,Mumbai Indians,25,0,2008
2008-05-19,"Bengaluru, Bangalore",43rd Match, Royal Challengers Bangalore , Delhi Capitals,Delhi Capitals,0,5,2008
2008-05-20,Kolkata,44th Match, Kolkata Knight Riders , Rajasthan Royals,Rajasthan Royals,0,6,2008
2008-05-21,Mumbai,45th Match, Kings XI Punjab , Mumbai Indians,Kings XI Punjab,1,0,2008
2008-05-21,Chennai,46th Match, Chennai Super Kings , Royal Challengers Bangalore,Royal Challengers Bangalore,14,0,2008
2008-05-22,Delhi,47th Match, Delhi Capitals , Kolkata Knight Riders,Match abandoned,0,0,2008
2008-05-23,"Mohali, Chandigarh",48th Match, Kings XI Punjab , Deccan Chargers,Kings XI Punjab,0,6,2008
2008-05-24,Chennai,49th Match, Chennai Super Kings , Rajasthan Royals,Rajasthan Royals,10,0,2008
2008-05-24,Delhi,50th Match, Delhi Capitals , Mumbai Indians,Delhi Capitals,0,5,2008
2008-05-25,Hyderabad,51st Match, Deccan Chargers , Royal Challengers Bangalore,Royal Challengers Bangalore,0,5,2008
2008-05-25,Kolkata,52nd Match, Kolkata Knight Riders , Kings XI Punjab,Kolkata Knight Riders,0,3,2008
2008-05-26,Jaipur,53rd Match, Rajasthan Royals , Mumbai Indians,Rajasthan Royals,0,5,2008
2008-05-27,Hyderabad,54th Match, Deccan Chargers , Chennai Super Kings,Chennai Super Kings,0,7,2008
2008-05-28,"Bengaluru, Bangalore",55th Match, Royal Challengers Bangalore , Mumbai Indians,Mumbai Indians,0,9,2008
2008-05-28,"Mohali, Chandigarh",56th Match, Kings XI Punjab , Rajasthan Royals,Kings XI Punjab,41,0,2008
2008-05-30,Mumbai,1st Semi Final, Delhi Capitals , Rajasthan Royals,Rajasthan Royals,105,0,2008
2008-05-31,Mumbai,2nd Semi Final, Kings XI Punjab , Chennai Super Kings,Chennai Super Kings,0,9,2008
2008-01-06,Mumbai,Final, Chennai Super Kings , Rajasthan Royals,Rajasthan Royals,0,3,2008
