POS,PLAYER,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Nationality,Player Link,Team,Dots,Maid,Season
86,Murali Kartik,2,2,8.0,91,1,0,91.0,11.37,48.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/125/murali-kartik,Kings Xi Punjab,10.0,0.0,2014
87,Pawan Suyal,1,1,3.0,35,1,0,35.0,11.66,18.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/105/pawan-suyal,Mumbai Indians,8.0,0.0,2014
88,Jason Holder,1,1,3.0,35,1,0,35.0,11.66,18.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1075/jason-holder,Sunrisers Hyderabad,6.0,0.0,2014
89,Glenn Maxwell,16,7,11.0,132,1,0,132.0,12.0,66.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/282/glenn-maxwell,Kings Xi Punjab,14.0,0.0,2014
90,Tim Southee,3,3,10.0,76,0,0,0.0,7.6,0.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/307/tim-southee,Rajasthan Royals,25.0,0.0,2014
91,Suryakumar Yadav,16,1,1.0,8,0,0,0.0,8.0,0.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/108/suryakumar-yadav,Kolkata Knight Riders,2.0,0.0,2014
92,Sachin Rana,9,2,2.0,16,0,0,0.0,8.0,0.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/128/sachin-rana,Royal Challengers Bangalore,3.0,0.0,2014
93,Venugopal Rao,7,2,2.0,16,0,0,0.0,8.0,0.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/62/venugopal-rao,Sunrisers Hyderabad,3.0,0.0,2014
94,Iqbal Abdulla,1,1,2.0,17,0,0,0.0,8.5,0.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/85/iqbal-abdulla,Rajasthan Royals,2.0,0.0,2014
95,Yusuf Pathan,15,1,1.0,10,0,0,0.0,10.0,0.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,1.0,0.0,2014
96,Pawan Negi,2,2,7.0,75,0,0,0.0,10.71,0.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/53/pawan-negi,Chennai Super Kings,8.0,0.0,2014
97,Shadab Jakati,1,1,3.4,41,0,0,0.0,11.18,0.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/10/shadab-jakati,Royal Challengers Bangalore,4.0,0.0,2014
98,Murali Vijay,11,1,1.0,13,0,0,0.0,13.0,0.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/7/murali-vijay,Delhi Capitals,2.0,0.0,2014
99,Manoj Tiwary,8,1,2.0,28,0,0,0.0,14.0,0.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/89/manoj-tiwary,Delhi Capitals,3.0,0.0,2014
100,Vijay Shankar,1,1,1.0,19,0,0,0.0,19.0,0.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1083/vijay-shankar,Chennai Super Kings,1.0,0.0,2014
1,Dwayne Bravo,18,18,62.3,497,32,0,15.53,7.95,11.71,1,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/25/dwayne-bravo,Chennai Super Kings,135.0,0.0,2013
2,James Faulkner,16,16,63.1,427,28,0,15.25,6.75,13.53,0,2,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/193/james-faulkner,Rajasthan Royals,161.0,2.0,2013
3,Harbhajan Singh,19,19,70.0,456,24,0,19.0,6.51,17.5,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,163.0,0.0,2013
4,Mitchell Johnson,17,17,64.0,459,24,0,19.12,7.17,16.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/213/mitchell-johnson,Mumbai Indians,188.0,0.0,2013
5,Vinay Kumar,16,16,60.1,493,23,0,21.43,8.19,15.69,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/166/vinay-kumar,Royal Challengers Bangalore,124.0,0.0,2013
6,Sunil Narine,16,16,64.0,350,22,0,15.9,5.46,17.45,2,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/203/sunil-narine,Kolkata Knight Riders,180.0,1.0,2013
7,Amit Mishra,17,17,62.0,394,21,0,18.76,6.35,17.71,1,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/30/amit-mishra,Sunrisers Hyderabad,151.0,1.0,2013
8,Mohit Sharma,15,15,50.4,326,20,0,16.3,6.43,15.2,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1107/mohit-sharma,Chennai Super Kings,161.0,0.0,2013
9,Lasith Malinga,17,17,65.2,468,20,0,23.4,7.16,19.6,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/211/lasith-malinga,Mumbai Indians,147.0,0.0,2013
10,Dale Steyn,17,17,67.5,384,19,0,20.21,5.66,21.42,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/180/dale-steyn,Sunrisers Hyderabad,211.0,3.0,2013
11,Thisara Perera,16,16,59.4,478,19,0,25.15,8.01,18.84,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/215/thisara-perera,Sunrisers Hyderabad,136.0,0.0,2013
12,Kevon Cooper,14,14,54.0,449,19,0,23.63,8.31,17.05,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/232/kevon-cooper,Rajasthan Royals,98.0,0.0,2013
13,Pragyan Ojha,16,15,52.2,381,16,0,23.81,7.28,19.62,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/106/pragyan-ojha,Mumbai Indians,108.0,0.0,2013
14,Jacques Kallis,16,15,53.0,394,16,0,24.62,7.43,19.87,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/198/jacques-kallis,Kolkata Knight Riders,112.0,1.0,2013
15,Umesh Yadav,16,16,57.5,508,16,0,31.75,8.78,21.68,1,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/59/umesh-yadav,Delhi Capitals,126.0,0.0,2013
16,Ashok Dinda,13,13,49.0,465,16,0,29.06,9.48,18.37,0,0,Indian,0,Nan,105.0,0.0,2013
17,Ravichandran Ashwin,18,18,58.0,390,15,0,26.0,6.72,23.2,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,121.0,1.0,2013
18,Azhar Mahmood,11,11,43.5,330,15,0,22.0,7.52,17.53,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/194/azhar-mahmood,Kings Xi Punjab,99.0,0.0,2013
19,Parvinder Awana,14,14,54.0,412,15,0,27.46,7.62,21.6,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/254/parvinder-awana,Kings Xi Punjab,133.0,1.0,2013
20,Ishant Sharma,16,16,59.4,466,15,0,31.06,7.81,23.86,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/38/ishant-sharma,Sunrisers Hyderabad,160.0,2.0,2013
21,Chris Morris,16,16,50.0,401,15,0,26.73,8.02,20.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/836/chris-morris,Chennai Super Kings,113.0,0.0,2013
22,Bhuvneshwar Kumar,16,16,57.0,371,13,0,28.53,6.5,26.3,0,0,Indian,0,Nan,167.0,2.0,2013
23,Ravi Rampaul,10,10,37.4,261,13,0,20.07,6.92,17.38,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/594/ravi-rampaul,Royal Challengers Bangalore,109.0,4.0,2013
24,Shane Watson,16,13,41.4,298,13,0,22.92,7.15,19.23,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,101.0,0.0,2013
25,Ravindra Jadeja,18,15,43.1,323,13,0,24.84,7.48,19.92,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/9/ravindra-jadeja,Chennai Super Kings,95.0,0.0,2013
26,Jaydev Unadkat,13,13,49.0,370,13,0,28.46,7.55,22.61,0,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/86/jaydev-unadkat,Royal Challengers Bangalore,102.0,0.0,2013
27,RP Singh,11,11,39.5,335,13,0,25.76,8.41,18.38,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/112/rp-singh,Royal Challengers Bangalore,88.0,0.0,2013
28,Praveen Kumar,15,15,56.2,373,12,0,31.08,6.62,28.16,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/77/praveen-kumar,Kings Xi Punjab,155.0,3.0,2013
29,Siddharth Trivedi,17,17,59.5,410,12,0,34.16,6.85,29.91,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/147/siddharth-trivedi,Rajasthan Royals,122.0,1.0,2013
30,Lakshmipathy Balaji,13,13,50.0,387,12,0,32.25,7.74,25.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/87/lakshmipathy-balaji,Kolkata Knight Riders,113.0,1.0,2013
31,Karn Sharma,13,13,34.5,230,11,0,20.9,6.6,19.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1118/karn-sharma,Sunrisers Hyderabad,88.0,1.0,2013
32,Piyush Chawla,16,16,58.2,418,11,0,38.0,7.16,31.81,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,117.0,0.0,2013
33,Rajat Bhatia,15,15,43.5,332,11,0,30.18,7.57,23.9,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/92/rajat-bhatia,Kolkata Knight Riders,59.0,0.0,2013
34,Ashish Nehra,10,10,36.0,316,11,0,28.72,8.77,19.63,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/115/ashish-nehra,Delhi Capitals,84.0,0.0,2013
35,Irfan Pathan,15,15,51.2,382,10,0,38.2,7.44,30.8,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/49/irfan-pathan,Delhi Capitals,134.0,3.0,2013
36,Kieron Pollard,18,14,31.0,292,10,0,29.2,9.41,18.6,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,60.0,0.0,2013
37,Shahbaz Nadeem,12,12,44.0,259,9,0,28.77,5.88,29.33,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/57/shahbaz-nadeem,Delhi Capitals,95.0,1.0,2013
38,Sachithra Senanayake,8,8,32.0,209,9,0,23.22,6.53,21.33,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/811/sachithra-senanayake,Kolkata Knight Riders,73.0,1.0,2013
39,Rahul Sharma,11,11,41.0,281,9,0,31.22,6.85,27.33,0,0,Indian,0,Nan,85.0,0.0,2013
40,Murali Kartik,11,11,39.0,284,9,0,31.55,7.28,26.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/125/murali-kartik,Royal Challengers Bangalore,71.0,0.0,2013
41,Sandeep Sharma,4,4,16.0,119,8,0,14.87,7.43,12.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1112/sandeep-sharma,Kings Xi Punjab,41.0,1.0,2013
42,Darren Sammy,10,9,22.2,168,8,0,21.0,7.52,16.75,1,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/589/darren-sammy,Sunrisers Hyderabad,50.0,0.0,2013
43,Dhawal Kulkarni,6,6,18.4,151,8,0,18.87,8.08,14.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/101/dhawal-kulkarni,Mumbai Indians,53.0,0.0,2013
44,Albie Morkel,8,7,24.0,159,7,0,22.71,6.62,20.57,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,59.0,0.0,2013
45,Iqbal Abdulla,5,5,18.5,142,7,0,20.28,7.53,16.14,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/85/iqbal-abdulla,Kolkata Knight Riders,41.0,0.0,2013
46,Morne Morkel,10,10,40.0,335,7,0,47.85,8.37,34.28,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/169/morne-morkel,Delhi Capitals,91.0,0.0,2013
47,Moises Henriques,10,8,21.1,185,7,0,26.42,8.74,18.14,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/388/moises-henriques,Royal Challengers Bangalore,50.0,0.0,2013
48,Manpreet Gony,8,8,28.0,256,7,0,36.57,9.14,24.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/40/manpreet-gony,Kings Xi Punjab,62.0,0.0,2013
49,Mitchell Marsh,9,7,19.2,182,7,0,26.0,9.41,16.57,0,0,Overseas,0,Nan,35.0,0.0,2013
50,Ajit Chandila,8,8,25.0,156,6,0,26.0,6.24,25.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/273/ajit-chandila,Rajasthan Royals,64.0,0.0,2013
51,Stuart Binny,17,14,24.0,162,6,0,27.0,6.75,24.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/148/stuart-binny,Rajasthan Royals,57.0,0.0,2013
52,Yuvraj Singh,13,10,22.0,152,6,0,25.33,6.9,22.0,0,0,Indian,0,Nan,39.0,0.0,2013
53,Wayne Parnell,4,4,14.5,137,6,0,22.83,9.23,14.83,0,0,Overseas,0,Nan,33.0,0.0,2013
54,Johan Botha,6,6,16.4,109,5,0,21.8,6.54,20.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/224/johan-botha,Delhi Capitals,37.0,0.0,2013
55,Shanthakumaran Sreesanth,7,7,21.4,163,5,0,32.6,7.52,26.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/150/shanthakumaran-sreesanth,Rajasthan Royals,67.0,2.0,2013
56,Harmeet Singh Bansal,3,3,11.2,87,5,0,17.4,7.67,13.6,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/70/harmeet-singh-bansal,Kings Xi Punjab,27.0,0.0,2013
57,Angelo Mathews,11,10,31.0,240,5,0,48.0,7.74,37.2,0,0,Overseas,0,Nan,50.0,0.0,2013
58,Zaheer Khan,2,2,6.0,47,5,0,9.4,7.83,7.2,1,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/165/zaheer-khan,Royal Challengers Bangalore,18.0,0.0,2013
59,Brett Lee,3,3,12.0,86,4,0,21.5,7.16,18.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/196/brett-lee,Kolkata Knight Riders,34.0,0.0,2013
60,Siddarth Kaul,6,6,21.5,170,4,0,42.5,7.78,32.75,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/1086/siddarth-kaul,Delhi Capitals,44.0,2.0,2013
61,Dirk Nannes,5,5,19.5,158,4,0,39.5,7.96,29.75,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/237/dirk-nannes,Chennai Super Kings,50.0,0.0,2013
62,Abu Nechim,2,2,7.0,45,3,0,15.0,6.42,14.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/98/abu-nechim,Mumbai Indians,21.0,0.0,2013
63,Roelof van der Merwe,3,3,11.0,71,3,0,23.66,6.45,22.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/173/roelof-van-der-merwe,Delhi Capitals,25.0,1.0,2013
64,Muttiah Muralitharan,6,6,23.0,177,3,0,59.0,7.69,46.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/241/muttiah-muralitharan,Royal Challengers Bangalore,42.0,0.0,2013
65,Syed Mohammad,4,4,10.0,91,3,0,30.33,9.1,20.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/281/syed-mohammad,Royal Challengers Bangalore,10.0,0.0,2013
66,Munaf Patel,4,4,15.0,137,3,0,45.66,9.13,30.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/104/munaf-patel,Mumbai Indians,32.0,0.0,2013
67,Ali Murtaza,3,3,10.0,94,3,0,31.33,9.4,20.0,0,0,Indian,0,Nan,17.0,0.0,2013
68,Rahul Shukla,3,3,8.0,79,3,0,26.33,9.87,16.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/262/rahul-shukla,Rajasthan Royals,15.0,0.0,2013
69,Chris Gayle,16,4,4.0,40,3,0,13.33,10.0,8.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/236/chris-gayle,Royal Challengers Bangalore,10.0,0.0,2013
70,Jasprit Bumrah,2,2,7.0,70,3,0,23.33,10.0,14.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1124/jasprit-bumrah,Mumbai Indians,16.0,0.0,2013
71,Ashish Reddy,12,5,6.4,70,3,0,23.33,10.5,13.33,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/34/ashish-reddy,Sunrisers Hyderabad,10.0,0.0,2013
72,Ryan McLaren,2,2,7.0,94,3,0,31.33,13.42,14.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/288/ryan-mclaren,Kolkata Knight Riders,17.0,0.0,2013
73,Anand Rajan,2,2,8.0,42,2,0,21.0,5.25,24.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/31/anand-rajan,Sunrisers Hyderabad,24.0,0.0,2013
74,Vikramjeet Malik,3,3,10.0,59,2,0,29.5,5.9,30.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/82/vikramjeet-malik,Rajasthan Royals,30.0,0.0,2013
75,Ajantha Mendis,3,3,12.0,78,2,0,39.0,6.5,36.0,0,0,Overseas,0,Nan,29.0,0.0,2013
76,Rishi Dhawan,6,5,15.0,109,2,0,54.5,7.26,45.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1088/rishi-dhawan,Mumbai Indians,34.0,1.0,2013
77,Abhishek Nayar,11,3,8.0,59,2,0,29.5,7.37,24.0,0,0,Indian,0,Nan,13.0,0.0,2013
78,Jason Holder,6,6,20.0,168,2,0,84.0,8.4,60.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/1075/jason-holder,Chennai Super Kings,47.0,0.0,2013
79,Kane Richardson,3,3,11.5,101,2,0,50.5,8.53,35.5,0,0,Overseas,0,Nan,28.0,0.0,2013
80,Luke Wright,6,5,9.5,100,2,0,50.0,10.16,29.5,0,0,Overseas,0,Nan,12.0,0.0,2013
81,Dwayne Smith,13,3,5.0,59,2,0,29.5,11.8,15.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/413/dwayne-smith,Mumbai Indians,0.0,0.0,2013
82,Adam Gilchrist,13,1,0.1,0,1,0,0.0,0.0,1.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/65/adam-gilchrist,Kings Xi Punjab,0.0,0.0,2013
83,Bipul Sharma,1,1,4.0,21,1,0,21.0,5.25,24.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/69/bipul-sharma,Kings Xi Punjab,11.0,0.0,2013
84,Parveez Rasool,2,2,5.0,28,1,0,28.0,5.6,30.0,0,0,Indian,0,Nan,12.0,0.0,2013
85,Ryan Harris,3,3,12.0,72,1,0,72.0,6.0,72.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/190/ryan-harris,Kings Xi Punjab,40.0,0.0,2013
86,Hanuma Vihari,17,5,6.0,38,1,0,38.0,6.33,36.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1117/hanuma-vihari,Sunrisers Hyderabad,17.0,0.0,2013
87,Bhargav Bhatt,2,2,5.0,32,1,0,32.0,6.4,30.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/68/bhargav-bhatt,Kings Xi Punjab,12.0,0.0,2013
88,Ankeet Chavan,3,3,9.0,63,1,0,63.0,7.0,54.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/138/ankeet-chavan,Rajasthan Royals,28.0,0.0,2013
89,Pawan Suyal,1,1,3.0,21,1,0,21.0,7.0,18.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/105/pawan-suyal,Mumbai Indians,9.0,0.0,2013
90,Jeevan Mendis,3,2,5.0,36,1,0,36.0,7.2,30.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/503/jeevan-mendis,Delhi Capitals,11.0,0.0,2013
91,Nathan Coulter-Nile,1,1,4.0,29,1,0,29.0,7.25,24.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/840/nathan-coulter-nile,Mumbai Indians,11.0,0.0,2013
92,Laxmi Ratan Shukla,4,2,3.0,22,1,0,22.0,7.33,18.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,0.0,0.0,2013
93,Tirumalasetti Suman,7,1,2.0,15,1,0,15.0,7.5,12.0,0,0,Indian,0,Nan,0.0,0.0,2013
94,Cameron White,13,2,2.0,16,1,0,16.0,8.0,12.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/178/cameron-white,Sunrisers Hyderabad,0.0,0.0,2013
95,Pravin Tambe,3,3,11.0,88,1,0,88.0,8.0,66.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1114/pravin-tambe,Rajasthan Royals,20.0,0.0,2013
96,Yusuf Pathan,16,5,9.0,73,1,0,73.0,8.11,54.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,14.0,0.0,2013
97,Marlon Samuels,2,1,4.0,34,1,0,34.0,8.5,24.0,0,0,Overseas,0,Nan,0.0,0.0,2013
98,Harmeet Singh,1,1,4.0,34,1,0,34.0,8.5,24.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1091/harmeet-singh,Rajasthan Royals,12.0,0.0,2013
99,Andrew McDonald,1,1,2.0,17,1,0,17.0,8.5,12.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/234/andrew-mcdonald,Royal Challengers Bangalore,0.0,0.0,2013
100,Mohammad Shami,3,3,9.0,78,1,0,78.0,8.66,54.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/94/mohammad-shami,Kolkata Knight Riders,21.0,0.0,2013
1,Morne Morkel,16,16,63.0,453,25,0,18.12,7.19,15.12,1,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/169/morne-morkel,Delhi Capitals,154.0,1.0,2012
2,Sunil Narine,15,15,59.1,324,24,0,13.5,5.47,14.79,1,1,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/203/sunil-narine,Kolkata Knight Riders,164.0,1.0,2012
3,Lasith Malinga,14,14,55.3,350,22,0,15.9,6.3,15.13,1,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/211/lasith-malinga,Mumbai Indians,145.0,1.0,2012
4,Umesh Yadav,17,17,61.0,453,19,0,23.84,7.42,19.26,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/59/umesh-yadav,Delhi Capitals,145.0,2.0,2012
5,Vinay Kumar,15,14,55.5,480,19,0,25.26,8.59,17.63,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/166/vinay-kumar,Royal Challengers Bangalore,123.0,0.0,2012
6,Dale Steyn,12,12,46.4,285,18,0,15.83,6.1,15.55,0,0,Overseas,0,Nan,138.0,2.0,2012
7,Zaheer Khan,16,15,60.0,453,17,0,26.64,7.55,21.17,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/165/zaheer-khan,Royal Challengers Bangalore,146.0,1.0,2012
8,Parvinder Awana,12,12,47.0,372,17,0,21.88,7.91,16.58,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/254/parvinder-awana,Kings Xi Punjab,112.0,0.0,2012
9,Piyush Chawla,16,16,57.0,419,16,0,26.18,7.35,21.37,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,124.0,1.0,2012
10,Kieron Pollard,14,14,43.5,350,16,0,21.87,7.98,16.43,1,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,85.0,0.0,2012
11,Muttiah Muralitharan,10,10,40.0,260,15,0,17.33,6.5,16.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/241/muttiah-muralitharan,Royal Challengers Bangalore,82.0,0.0,2012
12,Jacques Kallis,17,16,54.0,403,15,0,26.86,7.46,21.6,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/198/jacques-kallis,Kolkata Knight Riders,112.0,0.0,2012
13,Munaf Patel,12,12,46.4,367,15,0,24.46,7.86,18.66,2,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/104/munaf-patel,Mumbai Indians,123.0,2.0,2012
14,Dwayne Bravo,19,18,57.4,461,15,0,30.73,7.99,23.06,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/25/dwayne-bravo,Chennai Super Kings,110.0,0.0,2012
15,Ravichandran Ashwin,19,18,65.5,432,14,0,30.85,6.56,28.21,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,141.0,0.0,2012
16,Ben Hilfenhaus,9,9,34.0,233,14,0,16.64,6.85,14.57,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/17/ben-hilfenhaus,Chennai Super Kings,103.0,2.0,2012
17,Azhar Mahmood,11,11,42.4,329,14,0,23.5,7.71,18.28,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/194/azhar-mahmood,Kings Xi Punjab,95.0,0.0,2012
18,Siddharth Trivedi,14,14,52.0,380,13,0,29.23,7.3,24.0,1,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/147/siddharth-trivedi,Rajasthan Royals,90.0,1.0,2012
19,Rajat Bhatia,17,16,53.1,389,13,0,29.92,7.31,24.53,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/92/rajat-bhatia,Kolkata Knight Riders,83.0,0.0,2012
20,Albie Morkel,16,15,49.3,385,13,0,29.61,7.77,22.84,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,118.0,0.0,2012
21,Amit Mishra,14,14,47.0,377,13,0,29.0,8.02,21.69,0,0,Indian,0,Nan,89.0,0.0,2012
22,Shakib Al Hasan,8,8,30.0,195,12,0,16.25,6.5,15.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/201/shakib-al-hasan,Kolkata Knight Riders,68.0,0.0,2012
23,Ravindra Jadeja,19,14,35.0,273,12,0,22.75,7.8,17.5,0,1,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/9/ravindra-jadeja,Chennai Super Kings,65.0,0.0,2012
24,Lakshmipathy Balaji,8,8,29.5,162,11,0,14.72,5.43,16.27,1,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/87/lakshmipathy-balaji,Kolkata Knight Riders,84.0,1.0,2012
