POS,PLAYER,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Nationality,Player Link,Team,Dots,Maid,Season
36,Zaheer Khan,7,7,24.1,156,7,0,22.28,6.45,20.71,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/165/zaheer-khan,Delhi Capitals,73.0,1.0,2015
37,Sunil Narine,8,8,32.0,234,7,0,33.42,7.31,27.42,1,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/203/sunil-narine,Kolkata Knight Riders,74.0,0.0,2015
38,Pravin Tambe,10,10,34.0,266,7,0,38.0,7.82,29.14,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1114/pravin-tambe,Rajasthan Royals,69.0,0.0,2015
39,Angelo Mathews,11,10,30.0,246,7,0,35.14,8.2,25.71,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/217/angelo-mathews,Delhi Capitals,61.0,0.0,2015
40,Vinay Kumar,13,13,43.3,368,7,0,52.57,8.45,37.28,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/166/vinay-kumar,Mumbai Indians,93.0,0.0,2015
41,Praveen Kumar,12,12,36.0,329,7,0,47.0,9.13,30.85,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/77/praveen-kumar,Sunrisers Hyderabad,71.0,0.0,2015
42,Ravi Bopara,9,7,20.0,160,6,0,26.66,8.0,20.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/374/ravi-bopara,Sunrisers Hyderabad,37.0,0.0,2015
43,Pawan Negi,10,10,30.0,252,6,0,42.0,8.4,30.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/53/pawan-negi,Chennai Super Kings,53.0,0.0,2015
44,Tim Southee,7,7,28.0,247,6,0,41.16,8.82,28.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/307/tim-southee,Rajasthan Royals,66.0,1.0,2015
45,Shane Watson,10,10,29.0,269,6,0,44.83,9.27,29.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,62.0,1.0,2015
46,Beuran Hendricks,4,4,13.0,109,5,0,21.8,8.38,15.6,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/1752/beuran-hendricks,Kings Xi Punjab,27.0,0.0,2015
47,Domnic Joseph,6,6,14.0,101,4,0,25.25,7.21,21.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/2736/domnic-joseph,Delhi Capitals,44.0,0.0,2015
48,Stuart Binny,13,10,19.0,140,4,0,35.0,7.36,28.5,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/148/stuart-binny,Rajasthan Royals,56.0,0.0,2015
49,Iqbal Abdulla,5,5,19.0,150,4,0,37.5,7.89,28.5,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/85/iqbal-abdulla,Royal Challengers Bangalore,46.0,1.0,2015
50,Shakib Al Hasan,4,4,14.0,123,4,0,30.75,8.78,21.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/201/shakib-al-hasan,Kolkata Knight Riders,34.0,0.0,2015
51,Bipul Sharma,4,3,7.0,50,3,0,16.66,7.14,14.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/69/bipul-sharma,Sunrisers Hyderabad,17.0,0.0,2015
52,Gurkeerat Mann Singh,5,3,9.0,66,3,0,22.0,7.33,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/253/gurkeerat-mann-singh,Kings Xi Punjab,19.0,0.0,2015
53,Ankit Sharma,4,4,14.0,114,3,0,38.0,8.14,28.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/32/ankit-sharma,Rajasthan Royals,29.0,0.0,2015
54,Ashish Reddy,6,4,6.0,50,3,0,16.66,8.33,12.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/34/ashish-reddy,Sunrisers Hyderabad,9.0,0.0,2015
55,Dale Steyn,6,6,19.0,170,3,0,56.66,8.94,38.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/180/dale-steyn,Sunrisers Hyderabad,38.0,0.0,2015
56,Albie Morkel,4,4,12.0,109,3,0,36.33,9.08,24.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/26/albie-morkel,Delhi Capitals,22.0,0.0,2015
57,Kieron Pollard,16,8,12.4,120,3,0,40.0,9.47,25.33,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,14.0,0.0,2015
58,Varun Aaron,6,5,17.2,177,3,0,59.0,10.21,34.66,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/61/varun-aaron,Royal Challengers Bangalore,44.0,0.0,2015
59,Jasprit Bumrah,4,4,15.0,184,3,0,61.33,12.26,30.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1124/jasprit-bumrah,Mumbai Indians,24.0,0.0,2015
60,Jayant Yadav,3,3,7.0,29,2,0,14.5,4.14,21.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/1740/jayant-yadav,Delhi Capitals,21.0,0.0,2015
61,Suresh Raina,17,5,12.0,93,2,0,46.5,7.75,36.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,24.0,0.0,2015
62,Glenn Maxwell,11,7,10.0,97,2,0,48.5,9.7,30.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/282/glenn-maxwell,Kings Xi Punjab,19.0,0.0,2015
63,Yusuf Pathan,13,5,10.0,97,2,0,48.5,9.7,30.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,12.0,0.0,2015
64,Parveez Rasool,2,2,5.0,31,1,0,31.0,6.2,30.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1093/parveez-rasool,Sunrisers Hyderabad,12.0,0.0,2015
65,Yuvraj Singh,14,6,9.0,72,1,0,72.0,8.0,54.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/113/yuvraj-singh,Delhi Capitals,11.0,0.0,2015
66,Johan Botha,4,4,10.0,81,1,0,81.0,8.1,60.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/224/johan-botha,Kolkata Knight Riders,19.0,0.0,2015
67,Corey Anderson,4,2,4.0,33,1,0,33.0,8.25,24.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/968/corey-anderson,Mumbai Indians,10.0,0.0,2015
68,Dwayne Smith,16,1,2.0,17,1,0,17.0,8.5,12.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/413/dwayne-smith,Chennai Super Kings,4.0,0.0,2015
69,Deepak Hooda,14,7,15.1,129,1,0,129.0,8.5,91.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1556/deepak-hooda,Rajasthan Royals,25.0,0.0,2015
70,Rishi Dhawan,5,5,12.0,110,1,0,110.0,9.16,72.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1088/rishi-dhawan,Kings Xi Punjab,20.0,0.0,2015
71,Thisara Perera,2,2,6.0,55,1,0,55.0,9.16,36.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/215/thisara-perera,Kings Xi Punjab,9.0,0.0,2015
72,Pat Cummins,3,3,10.0,97,1,0,97.0,9.7,60.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/488/pat-cummins,Kolkata Knight Riders,22.0,0.0,2015
73,Juan Theron,1,1,4.0,40,1,0,40.0,10.0,24.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/183/juan-theron,Rajasthan Royals,4.0,0.0,2015
74,Ronit More,2,2,5.5,59,1,0,59.0,10.11,35.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/277/ronit-more,Chennai Super Kings,4.0,0.0,2015
75,Gurinder Sandhu,3,2,8.0,82,1,0,82.0,10.25,48.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/951/gurinder-sandhu,Delhi Capitals,9.0,0.0,2015
76,Rahul Tewatia,1,1,3.0,31,1,0,31.0,10.33,18.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1749/rahul-tewatia,Rajasthan Royals,6.0,0.0,2015
77,Hardik Pandya,9,8,17.0,176,1,0,176.0,10.35,102.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/2740/hardik-pandya,Mumbai Indians,29.0,0.0,2015
78,Shreyas Gopal,1,1,2.1,23,1,0,23.0,10.61,13.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1748/shreyas-gopal,Mumbai Indians,2.0,0.0,2015
79,Abu Nechim,3,3,12.0,128,1,0,128.0,10.66,72.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/98/abu-nechim,Royal Challengers Bangalore,26.0,0.0,2015
80,Karanveer Singh,4,4,14.0,157,1,0,157.0,11.21,84.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1743/karanveer-singh,Kings Xi Punjab,22.0,0.0,2015
81,Ishant Sharma,4,4,14.0,159,1,0,159.0,11.35,84.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/38/ishant-sharma,Sunrisers Hyderabad,30.0,0.0,2015
82,Shardul Thakur,1,1,3.0,38,1,0,38.0,12.66,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1745/shardul-thakur,Kings Xi Punjab,5.0,0.0,2015
83,KC Cariappa,1,1,2.0,28,1,0,28.0,14.0,12.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/2743/kc-cariappa,Kolkata Knight Riders,3.0,0.0,2015
84,Shivam Sharma,1,1,3.0,44,1,0,44.0,14.66,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1744/shivam-sharma,Kings Xi Punjab,3.0,0.0,2015
85,Ryan ten Doeschate,6,1,1.0,4,0,0,0.0,4.0,0.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/200/ryan-ten-doeschate,Kolkata Knight Riders,3.0,0.0,2015
86,Virat Kohli,16,2,1.5,10,0,0,0.0,5.45,0.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,2.0,0.0,2015
87,Shahbaz Nadeem,4,2,7.0,43,0,0,0.0,6.14,0.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/57/shahbaz-nadeem,Delhi Capitals,21.0,1.0,2015
88,Murali Vijay,11,2,4.0,28,0,0,0.0,7.0,0.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/7/murali-vijay,Kings Xi Punjab,4.0,0.0,2015
89,Chris Gayle,14,1,2.0,15,0,0,0.0,7.5,0.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/236/chris-gayle,Royal Challengers Bangalore,3.0,0.0,2015
90,Marchant de Lange,1,1,4.0,30,0,0,0.0,7.5,0.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/204/marchant-de-lange,Mumbai Indians,15.0,1.0,2015
91,Darren Sammy,2,2,3.0,25,0,0,0.0,8.33,0.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/589/darren-sammy,Royal Challengers Bangalore,2.0,0.0,2015
92,Rajat Bhatia,2,2,5.0,46,0,0,0.0,9.2,0.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/92/rajat-bhatia,Rajasthan Royals,7.0,0.0,2015
93,Pawan Suyal,3,3,10.0,95,0,0,0.0,9.5,0.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/105/pawan-suyal,Mumbai Indians,19.0,0.0,2015
94,Jaydev Unadkat,1,1,3.0,30,0,0,0.0,10.0,0.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/86/jaydev-unadkat,Delhi Capitals,7.0,0.0,2015
95,Sean Abbott,2,2,5.0,57,0,0,0.0,11.4,0.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/942/sean-abbott,Royal Challengers Bangalore,6.0,0.0,2015
96,Pragyan Ojha,1,1,2.0,23,0,0,0.0,11.5,0.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/106/pragyan-ojha,Mumbai Indians,1.0,0.0,2015
97,Barinder Sran,1,1,3.0,35,0,0,0.0,11.66,0.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/2746/barinder-sran,Rajasthan Royals,5.0,0.0,2015
98,Ashok Dinda,2,2,5.0,62,0,0,0.0,12.4,0.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/48/ashok-dinda,Royal Challengers Bangalore,4.0,0.0,2015
99,Azhar Mahmood,1,1,3.0,41,0,0,0.0,13.66,0.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/194/azhar-mahmood,Kolkata Knight Riders,5.0,0.0,2015
1,Mohit Sharma,16,16,53.5,452,23,0,19.65,8.39,14.04,1,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1107/mohit-sharma,Chennai Super Kings,118.0,0.0,2014
2,Sunil Narine,16,16,64.0,407,21,0,19.38,6.35,18.28,2,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/203/sunil-narine,Kolkata Knight Riders,157.0,0.0,2014
3,Bhuvneshwar Kumar,14,14,53.1,354,20,0,17.7,6.65,15.95,1,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/116/bhuvneshwar-kumar,Sunrisers Hyderabad,152.0,0.0,2014
4,Ravindra Jadeja,16,16,54.2,443,19,0,23.31,8.15,17.15,2,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/9/ravindra-jadeja,Chennai Super Kings,102.0,0.0,2014
5,Sandeep Sharma,11,11,40.1,354,18,0,19.66,8.81,13.38,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1112/sandeep-sharma,Kings Xi Punjab,109.0,2.0,2014
6,Axar Patel,17,17,66.0,405,17,0,23.82,6.13,23.29,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1113/axar-patel,Kings Xi Punjab,157.0,2.0,2014
7,Mitchell Johnson,14,14,53.3,444,17,0,26.11,8.29,18.88,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/213/mitchell-johnson,Kings Xi Punjab,135.0,0.0,2014
8,Lasith Malinga,10,10,39.1,253,16,0,15.81,6.45,14.68,1,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/211/lasith-malinga,Mumbai Indians,99.0,0.0,2014
9,Ravichandran Ashwin,16,16,59.5,437,16,0,27.31,7.3,22.43,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,130.0,1.0,2014
10,Varun Aaron,10,10,36.4,299,16,0,18.68,8.15,13.75,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/61/varun-aaron,Royal Challengers Bangalore,90.0,1.0,2014
11,Pravin Tambe,13,13,49.0,356,15,0,23.73,7.26,19.6,1,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1114/pravin-tambe,Rajasthan Royals,89.0,0.0,2014
12,Karn Sharma,14,14,50.4,376,15,0,25.06,7.42,20.26,1,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1118/karn-sharma,Sunrisers Hyderabad,114.0,0.0,2014
13,Harbhajan Singh,14,14,55.0,356,14,0,25.42,6.47,23.57,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,138.0,1.0,2014
14,Mitchell Starc,14,14,53.4,402,14,0,28.71,7.49,23.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/490/mitchell-starc,Royal Challengers Bangalore,127.0,0.0,2014
15,Piyush Chawla,11,11,39.3,303,14,0,21.64,7.67,16.92,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/76/piyush-chawla,Kolkata Knight Riders,79.0,0.0,2014
16,Rishi Dhawan,13,13,47.2,365,13,0,28.07,7.71,21.84,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1088/rishi-dhawan,Kings Xi Punjab,85.0,0.0,2014
17,Yuzvendra Chahal,14,14,55.0,386,12,0,32.16,7.01,27.5,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/111/yuzvendra-chahal,Royal Challengers Bangalore,115.0,1.0,2014
18,Rajat Bhatia,12,12,38.0,283,12,0,23.58,7.44,19.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/92/rajat-bhatia,Rajasthan Royals,56.0,0.0,2014
19,Morne Morkel,12,12,48.0,367,12,0,30.58,7.64,24.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/169/morne-morkel,Kolkata Knight Riders,148.0,1.0,2014
20,Lakshmipathy Balaji,9,9,34.0,299,12,0,24.91,8.79,17.0,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/87/lakshmipathy-balaji,Kings Xi Punjab,72.0,0.0,2014
21,Shakib Al Hasan,13,13,50.0,334,11,0,30.36,6.68,27.27,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/201/shakib-al-hasan,Kolkata Knight Riders,113.0,1.0,2014
22,Dale Steyn,14,14,56.0,431,11,0,39.18,7.69,30.54,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/180/dale-steyn,Sunrisers Hyderabad,145.0,0.0,2014
23,Umesh Yadav,12,12,45.0,367,11,0,33.36,8.15,24.54,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/59/umesh-yadav,Kolkata Knight Riders,95.0,0.0,2014
24,Karanveer Singh,5,5,20.0,164,11,0,14.9,8.2,10.9,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1743/karanveer-singh,Kings Xi Punjab,42.0,0.0,2014
25,James Faulkner,13,13,43.0,419,11,0,38.09,9.74,23.45,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/193/james-faulkner,Rajasthan Royals,72.0,0.0,2014
26,Kane Richardson,7,7,27.0,206,9,0,22.88,7.62,18.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/798/kane-richardson,Rajasthan Royals,62.0,0.0,2014
27,Imran Tahir,6,6,20.5,171,9,0,19.0,8.2,13.88,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/898/imran-tahir,Delhi Capitals,38.0,0.0,2014
28,Jaydev Unadkat,9,9,31.1,270,9,0,30.0,8.66,20.77,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/86/jaydev-unadkat,Delhi Capitals,59.0,0.0,2014
29,Shahbaz Nadeem,11,11,38.0,311,8,0,38.87,8.18,28.5,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/57/shahbaz-nadeem,Delhi Capitals,66.0,0.0,2014
30,Ben Hilfenhaus,8,8,28.0,246,8,0,30.75,8.78,21.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/17/ben-hilfenhaus,Chennai Super Kings,70.0,0.0,2014
31,Ashish Nehra,4,4,15.0,142,8,0,17.75,9.46,11.25,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/115/ashish-nehra,Chennai Super Kings,30.0,0.0,2014
32,Shane Watson,13,9,21.0,165,7,0,23.57,7.85,18.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,57.0,1.0,2014
33,Mohammad Shami,12,12,44.0,369,7,0,52.71,8.38,37.71,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/94/mohammad-shami,Delhi Capitals,102.0,0.0,2014
34,Vinay Kumar,9,9,32.0,281,7,0,40.14,8.78,27.42,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/166/vinay-kumar,Kolkata Knight Riders,56.0,0.0,2014
35,Amit Mishra,10,10,37.3,340,7,0,48.57,9.06,32.14,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/30/amit-mishra,Sunrisers Hyderabad,66.0,0.0,2014
36,Parvinder Awana,7,7,23.3,245,7,0,35.0,10.42,20.14,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/254/parvinder-awana,Kings Xi Punjab,48.0,1.0,2014
37,Wayne Parnell,8,8,30.1,223,6,0,37.16,7.39,30.16,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/223/wayne-parnell,Delhi Capitals,82.0,0.0,2014
38,Ishwar Pandey,13,12,42.0,318,6,0,53.0,7.57,42.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1090/ishwar-pandey,Chennai Super Kings,112.0,2.0,2014
39,Shreyas Gopal,4,4,14.0,113,6,0,18.83,8.07,14.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1748/shreyas-gopal,Mumbai Indians,30.0,0.0,2014
40,Dhawal Kulkarni,8,8,27.0,221,6,0,36.83,8.18,27.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/101/dhawal-kulkarni,Rajasthan Royals,70.0,1.0,2014
41,Zaheer Khan,6,6,22.2,146,5,0,29.2,6.53,26.8,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/165/zaheer-khan,Mumbai Indians,56.0,0.0,2014
42,Jasprit Bumrah,11,11,39.4,301,5,0,60.2,7.58,47.6,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1124/jasprit-bumrah,Mumbai Indians,92.0,1.0,2014
43,Yuvraj Singh,14,10,22.4,187,5,0,37.4,8.25,27.2,1,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/113/yuvraj-singh,Royal Challengers Bangalore,33.0,0.0,2014
44,Ashok Dinda,9,9,31.0,270,5,0,54.0,8.7,37.2,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/48/ashok-dinda,Royal Challengers Bangalore,64.0,0.0,2014
45,Ankit Sharma,3,2,8.0,43,4,0,10.75,5.37,12.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/32/ankit-sharma,Rajasthan Royals,22.0,0.0,2014
46,Kevon Cooper,5,5,18.0,134,4,0,33.5,7.44,27.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/232/kevon-cooper,Rajasthan Royals,34.0,0.0,2014
47,Albie Morkel,7,6,16.0,126,4,0,31.5,7.87,24.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/26/albie-morkel,Royal Challengers Bangalore,40.0,0.0,2014
48,Jacques Kallis,8,8,22.0,186,4,0,46.5,8.45,33.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/198/jacques-kallis,Kolkata Knight Riders,39.0,0.0,2014
49,Irfan Pathan,10,10,23.4,205,4,0,51.25,8.66,35.5,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/49/irfan-pathan,Sunrisers Hyderabad,41.0,0.0,2014
50,Dwayne Smith,16,5,10.0,95,4,0,23.75,9.5,15.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/413/dwayne-smith,Chennai Super Kings,15.0,0.0,2014
51,Moises Henriques,4,4,10.0,96,4,0,24.0,9.6,15.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/388/moises-henriques,Sunrisers Hyderabad,20.0,0.0,2014
52,Corey Anderson,12,9,18.0,184,4,0,46.0,10.22,27.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/968/corey-anderson,Mumbai Indians,35.0,0.0,2014
53,Harshal Patel,3,3,11.0,113,4,0,28.25,10.27,16.5,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/157/harshal-patel,Royal Challengers Bangalore,22.0,0.0,2014
54,Beuran Hendricks,3,3,12.0,126,4,0,31.5,10.5,18.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/1752/beuran-hendricks,Kings Xi Punjab,25.0,0.0,2014
55,Praveen Kumar,3,3,12.0,78,3,0,26.0,6.5,24.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/77/praveen-kumar,Mumbai Indians,33.0,0.0,2014
56,Stuart Binny,13,8,9.0,64,3,0,21.33,7.11,18.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/148/stuart-binny,Rajasthan Royals,18.0,0.0,2014
57,JP Duminy,14,11,33.0,240,3,0,80.0,7.27,66.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/182/jp-duminy,Delhi Capitals,60.0,0.0,2014
58,Shivam Sharma,4,4,16.0,121,3,0,40.33,7.56,32.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1744/shivam-sharma,Kings Xi Punjab,34.0,0.0,2014
59,Muttiah Muralitharan,5,5,16.0,124,3,0,41.33,7.75,32.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/241/muttiah-muralitharan,Royal Challengers Bangalore,36.0,0.0,2014
60,Abu Nechim,4,4,14.2,113,3,0,37.66,7.88,28.66,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/98/abu-nechim,Royal Challengers Bangalore,25.0,0.0,2014
61,Ishant Sharma,3,3,11.0,101,3,0,33.66,9.18,22.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/38/ishant-sharma,Sunrisers Hyderabad,26.0,0.0,2014
62,Darren Sammy,10,8,14.0,157,3,0,52.33,11.21,28.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/589/darren-sammy,Sunrisers Hyderabad,20.0,0.0,2014
63,Krishmar Santokie,2,2,8.0,90,3,0,30.0,11.25,16.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/1747/krishmar-santokie,Mumbai Indians,15.0,0.0,2014
64,Rahul Tewatia,3,3,9.0,59,2,0,29.5,6.55,27.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1749/rahul-tewatia,Rajasthan Royals,21.0,0.0,2014
65,Nathan Coulter-Nile,2,1,4.0,27,2,0,13.5,6.75,12.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/840/nathan-coulter-nile,Delhi Capitals,12.0,0.0,2014
66,Samuel Badree,4,4,14.0,97,2,0,48.5,6.92,42.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/590/samuel-badree,Chennai Super Kings,40.0,0.0,2014
67,Marchant de Lange,1,1,4.0,32,2,0,16.0,8.0,12.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/204/marchant-de-lange,Mumbai Indians,7.0,0.0,2014
68,Siddarth Kaul,5,5,13.0,126,2,0,63.0,9.69,39.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/1086/siddarth-kaul,Delhi Capitals,24.0,0.0,2014
